NAME,LONGDD,LATDD
KISEMBE,36.82,-1.37
KISENDO,34.47,0.37
KISABALAI,37.68,1.35
KISEREFORESTRESERVE,34.9,0.4
KISERIAN,37.05,-0.37
KISERIAN,36.68,-1.43
KISERIAN,36.82,-1.4
KISERIANSUBSECTION,36.7,-1.42
KISERTET,35.87,-1.78
KISEUNI,38.65,-1.22
KISHALDUGA,35.95,-1.52
KISHALDUGA,35.93,-1.47
KISHAMECREEK,40.95,-2.25
KICHANGANI,39.37,-4.63
KISHANKUATET,35.82,-1.87
KISHOTA,37.73,-3.43
KISHUS,38.32,-3.05
KISIAN,34.07,-0.07
KISIAN,34.68,-0.07
KISIAUNET,35.08,1.28
KISIAUNETSUBLOCATION,35.08,1.28
KISIBORSWAMP,36.07,0.37
KISIENI,34.87,0.23
KISII,34.77,-0.68
KISIIDISTRICT,34.08,-0.75
KISIKICHAMZUNGUSUBLOCATION,39.48,-3.08
KISIMA,36.77,1.75
KISIMA LAKE,36.78,0.93
KISIMA ONGATA,36.77,0.92
KISIMACHANDE,39.48,-4.47
KISIMACHANDE,39.48,-4.48
KISIMAFARM,36.72,0.48
KISIMAFARM,36.78,0.48
KISIMANI,38.07,-2.7
KISIMANI,40.08,-3.28
KISIMANI,40.6,-2.47
CHISIMANI,39.58,-3.97
KISIMAWAMAWE,40.75,-2.37
KISIMEKA,38.18,-2.75
KISANANA,36.08,0.02
KISINGAMKONI RAS,39.4,-4.07
KISINGANGU,37.92,0.03
KISINGO,37.08,-2.23
KISINGO,38.08,-2.23
KISINIDAM,38.02,-1.12
KISIONI,38.63,-0.93
KISIREP,38.88,0.13
KISIO,38.15,-1.43
KISIWANI,39.65,-3.98
KISIWANISUBLOCATION,39.42,-3.95
KISOGON,35.85,-1.08
KISOKA,38.97,-4.02
KISOKON,35.92,-0.03
KISOKOSUBLOCATION,34.23,0.43
KISOLI,38.62,-4.03
KISOLIADAM,37.92,-1.02
KISONEI,35.77,0.28
KISONEI,35.98,0.42
KISONEISUBLOCATION,35.72,0.25
KISONGI,35.42,0.32
KISORINI,38.42,-3.42
KISOU,38.27,-2.08
KISOU,38.25,-2.1
KISOVO,37.32,-1.45
KISSIMAESTATE,35.88,-0.3
KISUENIDAM,37.35,-1.58
KISUGE,34.57,-0.53
KISUGUNUA,38.6,-3.88
KISUKIONI,37.27,-1.22
KISUKIONI,37.27,-1.23
KISUMU,34.47,-0.58
KISUMO,34.75,-0.1
KISUMUDISTRICT,34.92,-0.25
KISUMULOCATION,34.68,-0.05
KISUNA,34.87,-0.93
HALLIGANESTATE,37.02,-1.75
KISURUTINISUBLOCATION,39.58,-3.93
KISUSU,39.37,-3.47
KISYAN,34.07,-0.07
KISYULYA,37.35,-1.77
KISYUSYU,37.47,-1.78
EMURUAKIT,36.08,2.15
KATAANI,37.05,-1.57
KITABAYAYE,34.35,-1.15
KITABE,37.02,0.48
KITAGESI,36.08,1.48
KITAGWA,34.73,0.02
KITAI,36.53,-0.35
KITAIMA,35.07,0.43
KITAINGO,37.37,-1.08
KITAINGO,37.37,-1.85
KITAINGOSUBLOCATION,37.35,-1.85
KITAKUEK,34.92,-1.12
KITALE,34.62,0.55
KITALE,35.62,1.02
KITALE,34.62,0.57
KITALETILEWORKS,35.62,1.03
KITALOSWANI,37.22,0.1
KITAMAA,37.93,-1.68
KITAMBAUKU,38.02,-0.58
KITAMBUI,37.07,-0.85
KITAMBURA,39.27,-4.57
KITAMWIKI,37.93,-1.23
KITANDI,37.35,-1.75
KITANGALI,40.12,-2.42
KITANGALI,40.12,-2.05
KITANGANI,37.65,-1.03
KITANGAESTATE,37.02,-1.52
KITANGASUA,38.07,-1.55
KITANI,37.98,-3.58
KITANIYANDUNDU,38.37,-2.63
KITANY,35.53,0.48
GTARU,37.78,-0.82
KITARUESTATE,35.03,-0.62
KITARUFALLS,36.77,-0.82
KITARUNI,39.48,-4.45
KITAO,40.93,-2.3
KITCHWATEMBO,38.23,-3.07
KITECHBOS,36.28,1.13
KITEEI,37.8,-2.08
KITEGE,38.07,-3.78
KITEJESUBLOCATION,39.6,-4.1
KILEMBE,34.6,-0.85
KITENDEN,37.28,-2.78
KITENGANI,39.78,-3.52
KITENGELA,36.85,-1.52
KITENGELA,36.97,-1.45
KITENGELAGAMECONSERVATIONAREA,36.08,-1.45
KITENGELAGAMECONSERVATIONAREA,36.08,-1.57
KITENGELASWAMP,36.88,-1.48
KITENGWANISUBLOCATION,39.65,-3.7
KITENKELA,36.9,-1.48
KITENZELE,38.47,-2.03
KITENZELE,38.45,-2.03
KITERE,34.6,-0.08
KITERE,40.15,-1.95
KITERECOPPERMINE,34.62,-0.8
KITETA,37.53,-1.05
KITETA,37.05,-1.53
KITETACONVENT,37.52,-1.05
KITETAFOREST,37.57,-1.55
KITETALOCATION,37.53,-1.57
KITETI,35.03,2.08
KITHAGE,37.32,-0.48
KITHAMBIONI,37.08,-0.9
KITHANGAINI,37.38,-1.48
KITHANGAINISUBLOCATION,37.4,-1.05
KITHANGANI,37.73,-0.37
GITHANGARI,37.57,-0.12
KITHANGATHI,38.77,-3.05
KITHANGATHINI,37.37,-1.82
KITHANGATHINISUBLOCATION,37.38,-1.82
KITHARENESUBLOCATION,37.82,0.18
KITHASYU,37.97,-2.47
KITHASYU,37.95,-2.05
KITHATANIFOREST,37.37,-1.03
KETHATO,37.7,-0.13
KITHAUSYU,38.38,-1.95
KITHAOSIO,38.37,-1.95
KITHAYONI,37.27,-1.05
KITHEINE,37.35,-1.88
KITHEMBE,37.48,-1.2
KITHEMBE,37.38,-1.75
KITHEMBESUBLOCATION,37.37,-1.77
KITHENDU,37.58,-1.63
KITHENDU,37.05,-1.1
KITHENDUFOREST,37.58,-1.63
KITHEN,37.72,0.63
KITHENU,37.82,-0.23
KITHEO,37.82,0.13
KITHEO,37.82,0.15
KITHETHEA,38.35,-0.37
KITHETU,37.95,0.25
KITHEUNI,37.6,-1.03
KITHII,37.32,-1.4
KITHIMA,37.03,-1.4
KITHIMANI,37.45,-1.18
KITHINA,37.38,-1.9
KITHINA,38.08,-1.82
KITHINI,38.3,-1.4
KITHIOKO,37.82,-1.07
KITHIOKO,37.08,-1.05
KITHIOKO,37.87,-1.07
KITHIOKO,37.85,-0.82
KITHIOKODAM,37.9,-1.02
KITHIOKOSUBLOCATION,37.8,-0.97
KITHIOLOLO,38.02,-2.35
KITHIRUNE,37.58,-0.02
KITHIRUNESUBLOCATION,37.58,-0.02
KITHIU,37.48,-2.02
KITHOGOTO,37.68,-3.05
KITHOI,37.53,-1.95
KITHAKO,34.42,-0.85
KITHONGOI,37.42,-1.62
KITHONGOI,37.42,-1.63
KITHONGONIDAM,37.3,-1.32
KITHUI,37.9,0.1
KITHULANI,37.48,-1.95
KITHUMANI,37.47,-1.93
KITHUMBA,37.05,-1.73
KITHUMBA,37.05,-1.9
KITHUMBASUBLOCATION,37.48,-1.9
KITHUMULA,37.95,-1.25
KITHUNGO,37.05,-1.07
GITHUNGUINI,37.32,-1.48
GITHUNGURI,37.48,-0.37
KITHUNSINI,38.58,-1.28
KITHUNTHIRISUBLOCATION,37.07,-0.68
KITHUSI,38.25,-2.68
KATHUTHINE,37.4,-1.85
KITHYONISUBSURFACEDAM,37.38,-1.25
KITHYULULU,38.13,-2.03
KITIE,37.28,-1.43
KITIGOTO,37.57,-0.37
KITIMUI,38.03,-1.25
KITIMURUESTATE,37.03,-0.98
KITINDINI,37.32,-1.78
KITIO,38.03,1.18
KITIRISETTLEMENT,36.6,-0.58
KITIRUA,37.13,-2.68
KITIRUA,37.15,-2.68
KITISE,37.88,-2.05
KITISURUESTATE,36.77,-1.23
KITISURUROAD,36.78,-1.23
KITIVO,39.6,-4.02
KITMIKAYE,34.55,-0.1
KITMIKAYESUBLOCATION,34.55,-0.12
KITOA,38.18,-1.9
KITOBEN,35.4,-0.73
KITOI,35.02,-0.47
KITHO,35.15,-0.47
KITOKA RAS,39.87,-3.63
KITOBU,40.68,-2.18
KITOLE LAGA,39.68,-1.63
KITONDO,37.53,-1.65
KITONDO,37.57,-1.68
KITONDUFOREST,37.57,-1.7
KITONDOFORESTNURSERY,37.57,-1.68
KITONGUNI,37.03,-1.85
KITONI,37.25,-1.55
KITONYINI,37.28,-1.65
KITONYONI,37.07,-1.97
KITONYONI,37.65,-1.95
KITOO,38.18,-1.9
KITOOFOREST,37.43,-1.62
KITOONI,37.25,-1.55
KITOPASS,35.92,1.1
KITORKOI,35.12,2.1
KITOTA,34.52,-0.77
KITOTA,34.32,-0.78
KITOVO,37.62,-3.43
KITOVOIRRIGATIONSCHEME,37.63,-3.43
KITOVOLOCATION,37.62,-3.45
KITSANGASUBLOCATION,39.58,-4.25
KITSANTSE,39.45,-4.13
KITSANTSE,39.47,-4.12
DZITSONISUBLOCATION,39.72,-3.7
KITUA RAS,40.18,-2.82
KITUABORA,36.8,-0.93
KITUADAM,37.28,-1.68
KITUAMBA,37.25,-1.02
KITUAMBAESTATE,36.85,-1.12
KITUENI,37.65,-1.13
KITUGU,38.08,-0.13
KITUI,38.02,-1.37
KITUIDISTRICT,38.05,-1.05
KITUIHILLS,38.08,-1.23
KITUIPUMPHOUSE,37.98,-1.38
KITUIUNI,37.38,-1.82
KITUIYATTALOCATION,37.75,-1.25
KITUKU,38.52,-1.28
KITUKO,37.43,-1.58
KITULA,37.58,-1.1
KITULA,39.38,-1.55
KITULANI,37.58,-1.12
KITULANI,37.48,-1.95
KITULANI,37.58,-1.05
KITULANI,37.78,-1.13
KITULANIDAM,37.58,-1.12
KITULI,37.32,-1.47
KITULU,34.68,0.05
KITULU,37.32,-1.52
KITULUDAM,37.35,-1.55
KITUMANI,37.25,-1.58
KITUMBA,34.65,0.02
KITUMBA,34.07,0.05
KITUMBE,35.78,0.03
KITUMBEE,40.7,-2.38
KITUMBEESTATE,35.25,-0.43
KITUMBI,38.12,-0.82
KITUMBUUNI,37.3,-1.82
KITUMBUUNIFOREST,37.3,-1.82
KITUMUI,38.03,-1.27
KITUNDU,37.48,-1.7
KITUNDU,37.47,-1.68
KETUNDO,37.47,-1.68
KITUNDU,40.58,-2.42
KITUNDU,40.55,-2.45
KITUNDUMO,37.95,-1.15
KITUNDUNISUBLOCATION,37.35,-1.48
KITUNDUSUBLOCATION,37.47,-1.7
KITUNGI,34.65,-1.03
KITUNGI,34.42,-1.03
KITUNI,34.73,0.07
KITUNI,34.72,0.07
KITUNISUBLOCATION,34.75,0.63
KITUONI,39.27,-3.92
KITUONIDAM,39.28,-3.92
KITURO,35.8,0.47
KITURO,35.78,0.48
KITURU,34.68,0.05
KITUTI,38.03,-1.43
KITULI,38.15,-2.15
KITUTI,38.13,-2.13
KITUTE,38.12,-2.13
BOGITUTULOCATION,34.08,-0.63
KITUU,39.25,-4.03
KITUVIA,37.1,-0.28
KITUVU,37.32,-1.05
KITWAMBEMBE,37.9,-1.12
KITWAMBEMBESUBSURFACEDAM,37.85,-1.12
KITWERU,34.57,-0.75
KITWII,37.38,-1.32
KITWII,37.45,-1.58
KITWIIDAM,37.38,-1.03
KITWIISUBLOCATION,37.38,-1.32
KIU,38.6,-0.85
KIU,37.02,-1.9
KIU,37.35,-1.68
KIUAISLAND,34.03,-0.75
KIUESTATE,36.87,-1.18
KIUESTATE,37.18,-1.85
KIUGA,38.02,-0.43
KIUGUSUBLOCATION,37.03,-0.08
KIUMBA,34.38,-0.05
KIUMBA,37.02,-0.75
KIUMBI,36.88,-0.42
KIUMBI,37.9,-2.15
KIUMO,37.08,-2.13
KIUMONI,37.05,-2.05
KIUMONI,37.03,-1.77
KIUMONIDAM,37.98,-1.18
KIUMU,37.98,-0.75
KIUNDUANI,37.62,-1.53
KIUNDWANI,37.27,-1.62
KIONI,37.65,-0.02
KIUNGA,41.05,-1.73
KIUNGAMINA,41.05,-1.77
KIUNGANI,40.02,-3.32
KIUNYA,37.02,-0.95
KIUNYUDAM,36.95,-0.47
KIUNYUSUBLOCATION,37.95,-0.95
KIURIA,37.32,-0.07
KIUROAD,37.25,-1.87
KEUSA,38.2,-0.55
KIUSODAM,38.22,-0.53
KIUSYI,37.37,-1.05
KIUTANY,35.05,0.32
KIUTAA,37.37,-1.08
KIUU,37.25,-1.78
KIUU,37.15,-0.6
KIU,36.97,-1.2
KIUUVALLEYROAD,36.85,-1.02
KIUWANI,37.45,-2.03
KIVAALALA,38.45,-2.15
KIVAGALASUBLOCATION,34.75,0.07
KIVALALA,37.98,-2.03
KIVANDENISUBLOCATION,38.25,-1.92
KIPANDINISUBLOCATION,37.32,-1.52
KIBANDI,37.3,-1.53
KIVANDINISUBLOCATION,37.32,-1.52
KIBAANI,37.4,-1.37
KIVANI,37.37,-1.72
KIVANIDAM,37.37,-1.72
KIVAYWASUBLOCATION,34.77,0.55
KIVI,37.38,-1.37
KIVIAKIU,38.03,-0.78
KIVILA,38.32,-0.55
KIVINDARA,38.68,-4.1
KIVIOGO,39.43,-4.05
KIVIUNI,38.03,-1.87
KIVIUNI,38.32,-1.87
KIBUGAT,35.05,-0.6
KIVOGA,35.07,-0.62
KIVOTHOKONI,36.88,-0.95
KIVU,38.13,-0.93
KIVU,37.35,-1.68
KIVOURIVER,38.25,-0.85
KIVUKO,38.87,-3.78
KIVUKONI,39.85,-3.63
KIVUKONI,40.12,-1.78
KIVUMBU,37.43,-1.52
KIVUMBI,37.42,-1.05
KIVUMBUNI,37.35,-1.47
KIVUMONIFOREST,39.48,-4.22
KIVUNGA,39.52,-3.85
KIFUNGO,39.53,-3.88
KIVUTHIINI,38.05,-2.63
KIVUVU,36.68,-1.12
KIVYUNI,38.32,-1.88
KIWAMBALECAMP,39.38,-4.58
KIWAMURRA,34.93,1.03
CHIVARA,39.7,-3.68
KIWAWA,35.02,2.02
KIWE,37.3,-0.63
KIWEGU,39.2,-4.63
KIWEGO,39.2,-4.63
KIWIPLAINS,36.1,-0.05
KII,37.43,-0.05
KIYOPIYOPSUBSECTION,36.7,-2.47
KIZIAMONDO,39.03,-4.13
KIZIBE,39.28,-4.27
KIZIMA,38.88,-3.85
KIZINGO,39.22,-3.97
CHIZINGO,39.07,-3.78
KIZINGODAM,39.22,-3.97
KIZINGONI,40.82,-2.03
KIZINGOSUBLOCATION,39.07,-3.78
KIZURINI,39.62,-3.8
KLARWILLSHUT,37.28,-0.02
KNIGHTSCORNER,35.02,1.02
KNOLL THE,36.7,-0.07
KOB,39.37,3.03
KOBAARBAFAKAT,40.7,3.15
KOBADO,34.42,-0.07
KOBAMA,34.3,-0.75
KOBAS,35.68,0.4
KOBATAL,37.27,2.63
KOBATO,38.72,0.57
KOBEGOLJO,39.8,3.57
KOBEKATIS,40.08,3.9
KOBILA,34.58,-0.45
KOBILASUBLOCATION,34.58,-0.45
KOBLELO,41.15,3.77
KOBLO,39.28,-1.77
KOBODO,34.42,-0.07
KOBONGSUBLOCATION,34.3,-0.23
KOBOSAN,35.27,2.2
KABOTHEN,35.62,4.2
KOBOTHAN,35.07,4.03
KOBUJOI,34.97,0.05
KOBUYASUBLOCATION,34.77,-0.37
KOBWIN,35.03,3.3
KOCHAR,35.35,1.6
KOCHIENGASUBLOCATION,34.23,0.13
KOCHIENGBSUBLOCATION,34.23,0.1
KOCHIENGCSUBLOCATION,34.25,0.12
KOCHIENGSUBLOCATION,34.85,-0.15
KOCHIENGSUBLOCATION,34.42,-0.6
KOCHOGOSUBLOCATION,34.9,-0.25
KOCHOKIO,34.58,3.75
KACHOLIA,34.33,0.62
KOCHOLIAHILLS,34.35,0.63
KOCHOM,34.95,2.53
EMURUAKACHOMIN,36.18,2.42
KOCKUMDIATOMITEMINE,36.02,-0.43
KODACHO,39.42,-1.08
KODERA,34.48,-0.97
KODERANYAMBARE,34.65,-0.53
KODEROBARA,34.62,-0.77
KODHOCH,34.43,-0.97
KODIAGA,34.45,0.1
KODING,34.98,2.23
KODNOCHEASTSUBLOCATION,34.92,-0.42
KODNOCHWESTSUBLOCATION,34.87,-0.42
GUDWARUN,35.32,1.82
KODUCH,35.05,1.63
KODUMOSUBLOCATION,34.82,-0.42
KOGALO,34.15,-0.82
KOGARI,37.87,-0.45
KOGEMBOSUBLOCATION,34.78,-0.35
KAGENI,35.32,3.97
KOGISA,36.78,2.32
KOGOLA,34.93,-0.32
KOGONYSUBLOCATION,34.72,-0.08
KOGORE,36.02,0.95
KOGUTA,34.82,-0.35
KOGUTA,34.85,-0.37
KOGUTA,34.4,-0.08
KOGUTASUBLOCATION,34.4,-0.08
KOGWENOKOWUORSUBLOCATION,34.6,-0.37
KOGWENOORIANGSUBLOCATION,34.62,-0.4
KOH,35.52,1.4
KOI,38.6,-1.28
KOI,38.42,-1.75
KOI,37.43,-1.57
KOIBARAKSUBLOCATION,35.73,0.3
KOICHENGON,34.63,1.05
KOIGRIM,35.87,0.37
KOIGE,35.78,0.02
KOIKUNURU,36.28,0.72
KOILANGA,37.53,-2.23
KOIMBI,36.98,-0.7
KOIMBISUBLOCATION,37.98,-0.7
KOIMERETDAM,35.2,-0.08
KOIMUGUL,35.08,0.35
KOINYANGA,35.03,1.23
KOINANGES,36.77,-0.85
KOIOMOIN,34.62,2.98
KAIONA,37.88,-2.22
KOIPARAK,34.88,0.13
KOIPARAK,34.87,0.12
KOIPOKAPLELACH,35.93,0.47
KOIPOSOWOI,35.8,0.22
KOISAGATESTATE,35.27,0.08
KOISOKRANGE,35.77,0.32
KOITABSILIBWET,35.35,-0.87
KOITABSILIBWETSUBLOCATION,35.03,0.08
KOITBUS,34.95,0.88
KOITEBES,35.78,0.37
GOITEBES,35.08,0.15
KOITEKANY,36.05,0.02
KOITEREN,35.93,0.25
KOITEREN,35.93,0.27
KATHIREN,35.27,4.8
KOITIKO,35.8,-1.05
KOITIKO,35.82,-1.05
KOITILIAL,35.62,0.93
KOITILIALSUBLOCATION,35.58,0.92
KOITILIL,36.22,0.35
KOITING,37.38,0.92
KOITING,37.42,0.87
KOITO,39.12,-3.02
ITOBBUS,35.12,0.9
KOITOGOCH,34.68,1.13
KOITIGOR,37.57,0.6
KOITOKOL,36.9,1.88
KOITEGUMHILL,35.37,0.95
KOIWA,35.03,-0.62
KOIWA,35.32,-0.62
KOIWA,35.32,-0.6
KOIWALELACH,35.08,-0.47
KOIYA,37.97,-2.4
KOIYA,37.95,1.38
KOIYAPASE,35.03,-0.93
KOIYET,35.03,-0.92
KOIYONIN,35.87,0.4
KOJA MELKA,38.97,1.2
KOJALA,34.18,-0.82
KOJWACHRINGA,34.85,-0.47
GOGAI,40.02,2.63
KOKAI,40.45,3.32
KOKAIYA,34.05,-0.48
KAAKAL,34.65,3.02
KOKANI,40.05,-2.08
KOKANI LAK,40.1,-2.1
KOKAS,34.98,1.07
KOKAWA,40.15,-1.57
COOKE NAMBALA,38.42,0.42
KOKECH GOT,34.48,-0.53
KOKEHARAKA,34.57,-1.27
KOKEHARAKA,34.57,-1.25
KOKEM,35.27,3.23
KOKERKAJULUSUBLOCATION,34.55,-0.13
KOKESA,35.07,2.2
KOKILIS,35.78,4.47
KOKIPI,34.92,1.57
KOGISE,35.78,0.35
KOKISELEI,35.87,3.98
KOKITHELEI,35.88,4.05
KOKISELEI,35.72,4.03
KOKOI,36.27,4.08
KOKOLONYE,35.25,4.12
KOKORESUBLOCATION,36.05,0.85
KOKORO,34.53,-0.85
KOKOT,36.02,-0.88
KOKOTA,39.07,-3.93
KOKOTEN,35.3,1.87
KOKOTHDAM,34.53,-0.35
KOKOTHOWA,34.27,4.17
KOKOTHSUBLOCATION,34.52,-0.38
KOKOTONI,39.52,-3.92
KOKURE,35.4,3.2
KOKURFOBOLLOL,36.93,3.95
KOKUSAN,35.08,1.98
KOKOTHEM,35.13,4.23
KOKWA,35.07,-0.73
KOKWAGETE,35.68,3.92
KOKWAMANIC,35.8,0.13
KOKWANYO,34.75,-0.4
KOKWANYO,34.82,-0.42
KOKWAPER,35.35,1.57
KOKWAROLE,36.02,0.73
KOKWASUAM,35.23,1.88
KOKWATEGU,35.05,2.53
KOKWET,35.12,0.3
KOKWETESTATE,35.35,-0.15
KOKWIRISUBLOCATION,34.27,-0.25
KAKONYONGO,35.18,1.7
KOALA,37.35,-1.7
KOLADAM,37.35,-1.7
KOLAIT,34.32,0.72
KOLALE GOD,34.35,-0.53
KOLANYA,34.38,0.7
KOLANYASUBLOCATION,34.38,0.75
COLBIO,41.2,-1.15
KOLBO GOF,37.7,2.53
KOLENJONE,36.42,-2.02
KOLEWILEWI,34.95,2.22
KOLI,34.93,0.4
KOLOB,39.08,3.28
KOLOBANI,39.98,-3.13
KOLLOBISHO,35.87,-1.13
KOLOBODIRIBA,39.63,3.35
KOLOK,35.4,2.28
KOLOLO,38.53,-1.32
KOLOMOKORI,35.7,4.35
KOLONGER,36.03,1.95
KALONYADARSH,35.12,3.47
KOLOPUSIA,34.85,3.85
KOLOTEA,38.8,-0.55
KOLOTHAI,34.8,3.32
KOLLOA,35.75,1.25
KOLLOA,35.73,1.18
KOLOWATON,36.72,1.82
KOLEICONE,35.7,2.8
KOLPAKA,37.87,2.4
KOLU,39.32,-1.82
KOLUNJESUBLOCATION,34.57,-0.07
KOLUOCHSUBLOCATION,34.6,-0.7
KOM,38.03,1.08
KOM LAGA,38.28,1.27
KOMA,38.02,-1.73
KOMACHAREN,34.72,2.93
KOMADAM,38.72,-1.07
AIKAPIL,35.13,3.27
KOMAJO,34.35,-0.62
KOMAKATAE,34.58,3.15
KIOMALA,34.97,-0.45
KOMAROCK,37.22,-1.3
KOMAROCKFARM,37.18,-1.3
KOMARURA,40.57,-1.55
KOMASSIE,36.92,-1.1
KOMBANISUBLOCATION,39.58,-4.2
KOMBE,34.3,-0.7
KOMBE,35.03,0.25
KOMBE,37.4,-1.27
KOMBE ZIWALA,40.57,-2.3
KOMBENI,39.6,-3.97
KOMBENIDRIFT,39.53,-3.08
KOMBERINI,35.02,0.57
KOMBESUBLOCATION,35.02,0.27
KOBEWA,34.52,-0.1
KOMBEWAKAKUMUSUBLOCATION,34.27,0.12
KOMBO,37.65,-0.73
KOMBO,34.88,-0.43
KOMBOKI,37.65,0.08
KOMBOKOMBO,41.07,-1.77
KOMBOSUBLOCATION,37.03,-1.45
KOMBOYOO,37.97,-2.6
KOMBOYOO,37.98,-2.6
KOMBU,37.03,-1.47
KOMBURASUBLOCATION,34.87,-0.18
KOME,34.38,-0.07
KAMENINGALIO,35.07,4.3
KEMENYA,34.52,-0.08
KOMENYAKALAKASUBLOCATION,34.2,0.13
KOMENYAKOWALASUBLOCATION,34.02,0.15
KOMENYASUBLOCATION,34.63,0.45
KOMERA,34.05,0.15
KOMGALLA,38.05,1.07
KOMLOLA,38.03,1.08
KOMO,37.02,-1.12
KOMOCHERI,34.75,3.23
KOMODAM,37.85,-1.18
COMOFARM,37.05,-1.05
KOMOGENO,35.57,-0.47
KOMOJO,34.35,-0.62
KOMMOLL,36.12,0.08
KOMOLI,34.65,1.03
KOMOLI LAGA,39.72,-1.05
KOMOLIHORA,39.53,-1.45
KOMOLORUME,34.53,-0.88
KOMOLOSUBLOCATION,34.25,0.08
KOMOMANGE,34.58,-1.2
KOMORABULA,39.02,0.92
KOMORO,41.07,3.08
KOMOROCKROAD,37.02,-1.28
KOMOROLEISAN,41.63,3.82
KOMORRAFARDAGUYO,41.08,3.37
KOMOTHAI,36.85,-1.07
KIMOTHAI,36.85,-1.07
KOMOTHAILOCATION,36.8,-1.02
KOMRAE,37.98,1.02
KOMRAE,38.07,1.1
KOMUNYU,38.77,-0.02
KONADIMTU,39.3,-2.8
KONALALI,39.23,-3.8
KONASUBLOCATION,35.7,0.07
KONDENG,34.4,-0.92
KONDIEGE,34.88,-0.45
KONDIK,34.52,-0.05
KONE,40.05,-1.05
KONEWATERHOLE,39.6,-2.07
KONGALO,34.28,-0.92
KONGAO,34.18,-0.18
KONGELAI,35.02,1.47
KONGELAISUBLOCATION,35.02,1.47
KONGERE,35.02,-0.85
KONAA,36.53,1.82
KONGIA,36.52,1.8
KONGO,39.58,-4.25
KONGOI,35.25,2.13
KONGOLI,34.65,0.55
KONGOLI,34.65,0.58
KONGOLOLA ZIWALA,40.18,-2.45
KONGONA,40.12,-2.25
KONGONI,37.15,-1.27
KONGORO,34.92,0.27
KONGOTI,35.4,-0.08
KONGOTIKSUBLOCATION,35.38,-0.08
KONGUDISUBLOCATION,34.55,-0.72
KONGURUSUBLOCATION,34.3,-0.95
KONJEROSEEKONJERO,34.63,0.02
KONJIRA,34.32,0.23
KONJORASUBLOCATION,39.78,-3.57
KONKOMA KUBI,39.23,3.42
KONODIBAA,39.65,-2.73
KONODINTO,39.6,-2.9
KONOI,38.75,-1.4
KONOINLOCATION,35.27,-0.6
KONTON,40.92,2.02
KOMTOM,40.92,2.02
KONYANGASUBLOCATION,35.03,1.35
KONYANGAT,35.08,3.37
KONYASUBLOCATION,34.77,-0.03
KONYU,36.87,-0.53
KONYU,38.87,-0.43
KONYULOCATION,37.12,-0.47
KONYUSUBLOCATION,37.1,-0.42
KONZA,37.7,-1.58
KONZA,37.12,-1.75
KONZADAM,37.7,-1.57
KONZALOCATION,37.15,-1.65
KONZAROAD,37.02,-1.7
KONZASETTLEMENT,37.27,-1.72
KOO,35.05,1.42
KOOBIALGI,36.37,3.73
KOOBIFORA,36.22,3.95
KOORA,36.38,-1.08
KOORAESCARPMENT,36.38,-1.08
KOORALIESTATE,37.02,-1.08
KOORAPLAIN,36.42,-1.78
KOPAKIEKAN,35.38,1.08
KOPATIA,35.48,4.37
KOPATIA,35.52,4.4
KOPEDO,35.18,2.27
KOPETO,35.25,2.92
KOPITERO,35.18,1.08
GOBAT,35.08,1.43
KOPOI,36.42,2.77
KOPUAI,34.98,2.57
KORA,38.75,-0.1
KORA,37.75,-0.63
KORAFALLS,38.68,-0.07
KORANBADAS,40.48,-1.35
KORANDOSUBLOCATION,34.68,-0.07
KORANJIDO,39.22,3.25
KORANTEPLAIN,37.08,2.25
KORARA,35.42,-0.9
KORARA OLDOINYO,34.95,-0.92
KORBEL,37.2,1.55
KORBESA,38.35,0.25
KORDEI,35.13,2.35
KORDEI,35.02,2.03
KORDI,35.37,2.38
KORDIYAPLAIN,36.2,-1.75
KORE,38.42,-3.68
KORE LAGA,37.18,3.05
KORELACHSUBLOCATION,35.47,1.05
KORENI MOKONDOWA,40.7,-2.25
KORENIDAM,40.68,-2.25
KOREPON,35.32,3.32
KORAHWELLS,38.73,0.32
KORHARES,40.08,1.45
KORIAMAT,36.27,-1.65
KORIAMAT,36.27,-1.63
KORIKABEMITIK,35.6,-0.63
KORILI,40.37,3.18
KARENYANG,34.87,1.52
KARINYANG,35.42,2.23
KORJARIJA,34.65,1.07
KORKORONYRIDGE,36.23,0.4
KORLE,36.97,2.03
KARAMIAT,35.15,0.48
KORMAKATAI,34.98,2.18
KORNES,35.62,1.03
KOROBOBONAYA,40.37,3.53
KOROBOHIDA,38.87,3.05
KORDBOJIRA,41.37,3.55
KOROBORTE,34.62,1.1
KOROFIL,38.07,3.03
KOROGOA,35.25,1.92
KOROGOSHO,37.38,-0.55
KOLOKOKO,39.73,-0.62
KOLOKORO,39.8,-0.62
KOROKORA,39.78,-0.6
KOROLIDESERT,37.28,2.72
KOROMI,41.85,3.92
KOROMI,40.07,-3.13
KOROMISUBLOCATION,39.8,-3.1
KOROMODO,39.58,-3.03
BALESSA,36.45,3.37
KORON,36.98,1.15
KORONCHOST,39.53,3.18
KORONDE,37.77,2.65
KORONDERE,38.48,2.98
KONGONIFARM,36.27,-0.82
KORONLI,37.7,2.72
KOROPKWEN,34.63,1.05
KOROS,36.92,2.25
KAROSSI,36.12,0.77
KOROSILOCATION,36.02,0.77
KOROTOSUBLOCATION,35.93,0.6
KOROWE,37.4,3.08
KORPU,35.32,1.87
