LONG,LAT,F_NAME,HMIS_,DIST,DIVISION,F_TYPE,AGENCY
36.79847,-1.25851,WESTLANDS DISP,54,NAIROBI,WESTLANDS,4,LA
36.801751,-1.260665,WESTLANDS HEALTH CENTRE,148,NAIROBI,WESTLANDS,3,LA
36.80738,-1.30921,WILSON AIRPORT DISP,3337,NAIROBI,KIBERA,4,MOH
36.77706,-1.30227,WOODLEY DISP,55,NAIROBI,DAGORETTI,4,LA
34.41064,-0.15902,ABIDHA HC,1343,BONDO,RARIEDA,3,MOH
34.27613,-0.17618,ANYUONGI DISP,,BONDO,BONDO,4,MOH
34.35579,-0.06953,ARO COMMUNITY HOSP.,,BONDO,BONDO,1,NGO
34.2745,-0.09021,BONDO DISTRICT HOSPITAL,1367,BONDO,BONDO,1,MOH
34.2905,-0.09021,GOBEI DISP,2467,BONDO,BONDO,4,MOH
34.0248,-0.0341,GOT AGULU HEALTH CENTRE,1346,BONDO,USIGU,3,MOH
34.1315,-0.0309,GOT MATAR DISP,1347,BONDO,USIGU,4,MOH
34.25665,-0.22851,KAGWA DISP,2649,BONDO,MADIANY,4,MOH
34.25637,-0.22469,KAGWA SDA HC,,BONDO,MADIANY,3,MISS
34.17491,-0.08601,KAPIYO DISP,4250,BONDO,BONDO,4,MOH
34.3224,-0.28134,MADIANY HEALTH CENTRE,1368,BONDO,MADIANY,3,MOH
34.0103,-0.1325,MAGETA DISP,165,BONDO,USIGU,4,MOH
34.34066,-0.16223,MAHAYA DISP,,BONDO,RARIEDA,4,MOH
34.3252,-0.3353,MANGA BAPTIST CLINIC DISP,,BONDO,MADIANY,4,MISS
34.27609,-0.25252,MANYUANDA HEALTH CENTRE,1350,BONDO,MADIANY,3,MOH
34.292727,-0.20811,MASALA DISP,3839,BONDO,MADIANY,4,MOH
34.278,-0.31856,MISORI DISP,4251,BONDO,MADIANY,4,MOH
34.3121,-0.36255,NAYA DISP,1353,BONDO,MADIANY,4,MOH
34.37752,-0.06975,NDORI DISP,3569,BONDO,RARIEDA,4,MISS
34.29557,-0.17535,NYAGOKO DISP,35,BONDO,RARIEDA,4,MOH
34.21883,-0.21243,NYANGUNDA SELF HELP DISP,,BONDO,BONDO,4,NGO
,,OBAGA DISP,,BONDO,RARIEDA,4,MOH
34.377777,-0.16875,ONGIELO DISP,1357,BONDO,RARIEDA,4,MOH
,,PAP KODERO,,BONDO,MADIANY,4,MOH
34.39692,-0.11288,SARADIDI HEALTH CENTRE,1385,BONDO,RARIEDA,3,MOH
34.284311,-0.382719,ST. CAMILUS DISPENSARY,,BONDO,MADIANY,4,MISS
34.35698,-0.13782,ST. ELIZABETH LWAK MISS. HOSPITA,,BONDO,RARIEDA,1,MISS
34.19813,-0.15277,ST.ANNE NYANGOMA DISP AND MCH,2554,BONDO,BONDO,4,MISS
34.10807,0.01815,ULUNGO DISP,4480,BONDO,USIGU,4,MOH
34.0994,-0.0568,USIGU DISP,1365,BONDO,USIGU,4,MOH
34.16597,-0.16139,UYAWI DISP,1366,BONDO,BONDO,4,MOH
34.66809,-0.83089,BOIGE DISP,4490,GUCHA,NYAMARAMBE,4,MOH
34.81434,-0.88272,CHIENGU SDA DISP,,GUCHA,NYACHEKI,4,MISS
34.72132,-0.9121,EBEREGE DISP,,GUCHA,KENYENYA,4,MOH
,,EGETONTO DISP,,GUCHA,OGEMBO,4,MOH
34.6593,-0.902367,ETAGO DISP,1232,GUCHA,ETAGO,4,MOH
34.82809,-0.89926,GESABAKWA DISP,3768,GUCHA,NYACHEKI,4,MOH
34.7289,-0.886333,KENYENYA HC,1238,GUCHA,KENYENYA,3,MOH
34.725225,-0.88964,KENYENYA SDA DISP,1489,GUCHA,OGEMBO,4,MISS
34.7811,-0.782267,KENYERERE  DISP,4762,GUCHA,SAMETA,4,MOH
34.7763,-0.814067,KIONYO DISP,3570,GUCHA,NYAMACHE,4,MOH
34.7966,-0.90464,MAGENA DISP,1241,GUCHA,KENYENYA,4,MOH
34.72318,-0.94649,MAGENCHE DISP,1242,GUCHA,KENYENYA,4,MOH
34.65434,-0.88877,MAKARA BAPTIST M. CENTRE,,GUCHA,ETAGO,4,MISS
34.648,-0.901017,METABURO DISP,4763,GUCHA,ETAGO,4,MISS
34.68447,-0.74101,MISESI DISP,3770,GUCHA,OGEMBO,4,MOH
34.6828,-0.967,MONIANKU HEALTH CENTRE,1243,GUCHA,ETAGO,3,MISS
34.6315,-0.886617,MOTICHO DISP,3287,GUCHA,ETAGO,4,MOH
34.62814,-0.80782,NDURU HEALTH CENTRE,1271,GUCHA,NYAMARAMBE,3,MOH
34.8772,-0.89071,NYACHEKI HEALTH CENTRE,1246,GUCHA,NYACHEKI,3,MOH
34.64843,-0.86685,NYAKEYO S.D.A DISP,4818,GUCHA,ETAGO,4,MISS
34.82805,-0.85352,NYAMACHE HEALTH CENTRE,1259,GUCHA,NYAMACHE,3,MOH
34.80025,-0.79123,NYAMAGWA HEALTH CENTRE,1260,GUCHA,SAMETA,3,MISS
34.74936,-0.75958,NYANSAKIA DISP,3571,GUCHA,SAMETA,4,MOH
34.63857,-0.74203,NYATIKE DISP,3381,GUCHA,NYAMARAMBE,4,MOH
34.725517,-0.793983,OGEMBO DISTRICT HOSPITAL,1261,GUCHA,OGEMBO,1,MOH
34.72154,-0.84779,OMOREMBE HEALTH CENTRE,169,GUCHA,OGEMBO,3,MISS
34.7322,-0.88487,RIOKINDO SDA HEALTH CENTRE,3015,GUCHA,KENYENYA,3,MISS
34.84671,-0.91962,RITUMBE HEALTH CENTRE,1252,GUCHA,NYACHEKI,3,MISS
34.71967,-0.86201,STELA MARIS SENGERA HEALTH CENTR,1263,GUCHA,OGEMBO,3,MISS
34.6665,-0.744517,TABAKA MISSION HOSPITAL,1266,GUCHA,NYAMARAMBE,1,MISS
34.6296,-0.625835,ASUMBI MISS H C,1438,HOMA BAY,RANGWE,3,MISS
34.49,-0.52066,FULL GOSPEL DISP,,HOMA BAY,ASEGO,4,MISS
34.2553,-0.752199,GOT KOJOWI H C,385,HOMA BAY,NYARONGI,3,MOH
34.493117,-0.50646,GOT KOKECH FULL GOSPEL DISP,3858,HOMA BAY,ASEGO,4,MISS
34.4599,-0.52474,HOMA BAY DISTRICT HOSPITAL,1470,HOMA BAY,ASEGO,1,MOH
34.530727,-0.541582,KAMRERI (COG) DISP,2099,HOMA BAY,RANGWE,4,MISS
34.51781,-0.69557,KANYAMKAGO OBER DISP,3331,HOMA BAY,RIANA,4,MOH
34.591528,-0.464907,KIRANDA DISP,3224,HOMA BAY,RANGWE,4,MISS
34.307,-0.67757,LAMBWE FOREST DISP,1399,HOMA BAY,NDHIWA,4,MOH
34.5158,-0.69035,MAGINA H C,1401,HOMA BAY,RIANA,3,MOH
34.459601,-0.528492,MALELA DISP,1403,HOMA BAY,ASEGO,4,MISS
34.39193,-0.58486,MALELA DISP,1100,HOMA BAY,NDHIWA,4,MOH
34.6169,-0.4932,MANYATTA S D A HOSPITAL,3128,HOMA BAY,RANGWE,1,MISS
34.5061,-0.663833,MARINDI DISP,1404,HOMA BAY,ASEGO,4,MOH
34.3364,-0.68961,MIROGI MISS H C,1453,HOMA BAY,NDHIWA,3,MISS
34.3322,-0.732657,NDHIWA H C,1455,HOMA BAY,NDHIWA,3,MOH
34.5812,-0.50254,NDIRU H C,1456,HOMA BAY,RANGWE,3,MOH
34.5293,-0.507608,NYAGORO H C,1412,HOMA BAY,RANGWE,3,MOH
34.57,-0.65,NYAGWETHE DISP,3479,HOMA BAY,RANGWE,4,MISS
34.26434,-0.75899,NYARONGI DISP,686,HOMA BAY,NYARONGI,4,MOH
34.4258,-0.75021,OBER KABUOCH DISP,4361,HOMA BAY,RIANA,4,MOH
34.4844,-0.69451,OBERA HEALTH CENTRE,,HOMA BAY,RIANA,3,MOH
34.5003,-0.58438,OGANDE C P K DISP,2952,HOMA BAY,ASEGO,4,MISS
34.4653,-0.73978,OMBO KACHIENG DISP,3417,HOMA BAY,RIANA,4,MOH
34.36588,-0.72574,OYARO DISP,3578,HOMA BAY,NDHIWA,4,MOH
34.464,-0.82374,PALA H C,1426,HOMA BAY,RIANA,3,MOH
34.5988,-0.615395,RANGWE HC,1428,HOMA BAY,RANGWE,3,MOH
34.601,-0.61017,RANGWE S D A DISP,3177,HOMA BAY,RANGWE,4,MISS
34.35348,-0.76837,RAPETH DISP,4465,HOMA BAY,NYARONGI,4,MOH
34.617906,-0.53562,WAWARE SINDO DISP,,HOMA BAY,RANGWE,4,MISS
,,ENTANGA DISP,,KISII CENTRAL,MARANI,4,MOH
34.7801,-0.546833,ERAMBA DISP,3767,KISII CENTRAL,MARANI,4,MOH
34.90588,-0.86716,GESUSU SDA HEALTH CENTRE,1233,KISII CENTRAL,MASABA,3,MISS
34.9087,-0.8712,GESUSU SUB DISTRICT HOSPITAL,3769,KISII CENTRAL,MASABA,1,MOH
34.9046,-0.805683,IBACHO HEALTH CENTRE,,KISII CENTRAL,MASABA,3,MOH
34.85208,-0.77724,IBENO HEALTH CENTRE,1254,KISII CENTRAL,KEUMBU,3,MOH
34.7812,-0.62433,IRANDA SUB- HEALTH CENTRE,1235,KISII CENTRAL,MOSOCHO,3,MOH
34.8628,-0.571717,ISECHA DISP,1486,KISII CENTRAL,MARANI,4,MOH
34.6799,-0.691033,IYABE SUB HEALTH CENTRE,1236,KISII CENTRAL,SUNEKA,3,MOH
34.841,-0.54225,KEGOGI DISP,1237,KISII CENTRAL,MARANI,4,MOH
34.8467,-0.731217,KEUMBU SUB DISTRICT HOSPITAL,1257,KISII CENTRAL,KEUMBU,1,MOH
34.8826,-0.828667,KIAMOKOMA DISP,1239,KISII CENTRAL,MASABA,4,MOH
34.7811,-0.718833,KIOGORO SUB-HEALTH CENTRE,1240,KISII CENTRAL,KEUMBU,3,MOH
34.7704,-0.66815,KISII DISTRICT HOSPITAL,1265,KISII CENTRAL,TOWNSHIP,1,MOH
34.7982,-0.575467,MARANI HEALTH CENTRE,1270,KISII CENTRAL,MARANI,3,MOH
34.76971,-0.66945,MARIE STOPES DISP,,KISII CENTRAL,TOWNSHIP,4,NGO
34.9404,-0.858733,MASIMBA HEALTH CENTRE,1258,KISII CENTRAL,MASABA,3,MOH
34.7091,-0.714917,MASONGO DISP,4804,KISII CENTRAL,SUNEKA,4,MOH
34.7202,-0.6285,MATONGO DISP,4805,KISII CENTRAL,SUNEKA,4,MOH
34.74131,-0.59759,MOSOCHO HEALTH CENTRE,1244,KISII CENTRAL,MOSOCHO,3,MISS
34.74403,-0.6522,NYABURURU MISS DISP,1245,KISII CENTRAL,TOWNSHIP,4,MISS
34.81804,-0.58266,NYAGESENDA SDA DISP,1247,KISII CENTRAL,MARANI,4,MISS
,,NYAGOTO DISP,,KISII CENTRAL,MARANI,4,MOH
34.8068,-0.7401,NYAGUTA DISP,4491,KISII CENTRAL,KEUMBU,4,MOH
34.807,-0.75678,NYAKWANA DISP,3297,KISII CENTRAL,KEUMBU,4,MOH
34.7013,-0.6367,NYAMAGUNDO DISP,3008,KISII CENTRAL,SUNEKA,4,MOH
34.82343,-0.78103,NYAMAGWA SDA DISP,,KISII CENTRAL,KEUMBU,4,MISS
34.9552,-0.8213,NYAMASIBI DISP,3010,KISII CENTRAL,MASABA,4,MOH
34.76585,-0.67766,NYANCHWA SDA DISP,1248,KISII CENTRAL,KEUMBU,4,MISS
34.77067,-0.57085,NYASORE SDA DISP.,,KISII CENTRAL,MARANI,4,MISS
,,ORESI DISP,,KISII CENTRAL,MUNICIPALITY,4,MOH
34.9731,-0.893483,RAMASHA DISP,1251,KISII CENTRAL,MASABA,4,MOH
34.7119,-0.598785,RANGANGA  DISP,1250,KISII CENTRAL,MOSOCHO,4,MOH
34.6631,-0.6556,RIANA HEALTH CENTRE,1262,KISII CENTRAL,SUNEKA,3,MOH
,,RIOKWARO DISP,3016,KISII CENTRAL,,4,MISS
34.7163,-0.70485,RIOTANCHI HEALTH CENTRE,3017,KISII CENTRAL,SUNEKA,3,MOH
34.7628,-0.570317,SIEKA DISP,1253,KISII CENTRAL,MARANI,4,MOH
34.98721,-0.85967,SOSERA DISP,4803,KISII CENTRAL,MASABA,4,MOH
34.8565,-0.756467,TARACHA DISP,4801,KISII CENTRAL,KEUMBU,4,MOH
35.0169,-0.58084,AMATIERIO DISP,1477,KISII NORTH,EKERENYO,4,MOH
34.9834,-0.78705,BORABU HEALTH CENTRE,153,KISII NORTH,BORABU,3,MISS
34.9633,-0.65449,BOSIANGO DISP,1478,KISII NORTH,NYAMIRA,4,MOH
35.0001,-0.85534,CHEPNGOMBE HEALTH CENTRE,1501,KISII NORTH,BORABU,3,MOH
,,DEWWIS CLINIC,,KISII NORTH,NYAMIRA,4,MISS
34.9707,-0.52795,EKERENYO HEALTH CENTRE,1502,KISII NORTH,EKERENYO,3,MOH
35.055337,-0.823096,EKERUBO GIETAI DISP,,KISII NORTH,BORABU,4,NGO
,,EMBONGA DISP,,KISII NORTH,NYAMAIYA,4,MOH
,,ENDIBA DISP,,KISII NORTH,EKERENYO,4,MOH
35.0196,-0.84931,ERONGE HEALTH CENTRE,1479,KISII NORTH,BORABU,3,MISS
34.9466,-0.70872,ESANI SUB-HEALTH CENTRE,1503,KISII NORTH,RIGOMA,3,MOH
34.8897,-0.55875,ETONO DISP,1480,KISII NORTH,NYAMIRA,4,MOH
34.9098,-0.67859,GEKANO DISP,3283,KISII NORTH,MANGA,4,MISS
34.9988,-0.71608,GESIMA DISP,1481,KISII NORTH,RIGOMA,4,MOH
34.899,-0.55072,GETARE DISP,1482,KISII NORTH,NYAMIRA,4,MOH
,,GIANCHORE DISP,,KISII NORTH,NYAMAIYA,4,MOH
35.0055,-0.56344,GIETAI DISP,1483,KISII NORTH,EKERENYO,4,MISS
34.9084,-0.62972,IGENA-ITAMBE DISP,1485,KISII NORTH,NYAMIRA,4,MOH
35.0584,-0.78303,ISOGE DISP,1487,KISII NORTH,BORABU,4,MOH
34.8421,-0.68729,ITIBO HEALTH CENTRE,1488,KISII NORTH,MANGA,3,MISS
34.997297,-0.560811,ITIMBO DISP,3438,KISII NORTH,EKERENYO,4,MOH
34.9352,-0.70202,KEBIRIGO HEALTH CENTRE,1504,KISII NORTH,RIGOMA,3,MISS
34.9606,-0.72412,KENYENYA HEALTH CENTRE,,KISII NORTH,RIGOMA,3,MISS
34.9191,-0.7509,KEROKA HEALTH CENTRE,1256,KISII NORTH,RIGOMA,3,MOH
34.975,-0.693,KIBIRIGO MISS HOSPITAL,,KISII NORTH,RIGOMA,1,MISS
35.0216,-0.77567,KIJAURI DISP,886,KISII NORTH,BORABU,4,MOH
35.05,-0.65,KIPKEBE DISP,3286,KISII NORTH,BORABU,4,MISS
,,KOWITI DISP,,KISII NORTH,,4,NGO
34.916912,-0.682895,MAGOMBO MKT (PEKEZA) DISP,4368,KISII NORTH,MANGA,4,LA
34.8361,-0.66654,MAGOMBO SUB-HEALTH CENTRE,1493,KISII NORTH,MANGA,3,MOH
34.9777,-0.46251,MAGWAGWA DISP,1494,KISII NORTH,EKERENYO,4,MOH
35.0637,-0.80178,MAKAIRO DISP,3284,KISII NORTH,BORABU,4,MISS
34.8729,-0.63574,MANGA HEALTH CENTRE,1505,KISII NORTH,MANGA,3,MOH
34.9894,-0.43757,MATONGO HEALTH CENTRE,1506,KISII NORTH,EKERENYO,3,MISS
34.9747,-0.79843,MOCHENWA DISP,4367,KISII NORTH,BORABU,4,MOH
,,MOKOMONI DISP,,KISII NORTH,,4,MISS
,,MOSOBOTI DISP,,KISII NORTH,,4,MOH
,,MOTOTERA DISP,,KISII NORTH,NYAMAIYA,4,MOH
35.037,-0.7288,MWONGORI DISP,1495,KISII NORTH,BORABU,4,MOH
34.9888,-0.53733,NYABIKOMU DISP,1496,KISII NORTH,EKERENYO,4,MISS
34.93,-0.65,NYACHOGOCHOGO AIC DISP,3007,KISII NORTH,NYAMIRA,4,MISS
34.9084,-0.48712,NYAMAIYA SUB-HEALTH CENTRE,1507,KISII NORTH,NYAMIRA,3,MOH
34.945104,-0.697179,NYAMAKOROTO DISP,4483,KISII NORTH,RIGOMA,4,MOH
34.9414,-0.67554,NYAMIRA DISTRICT HOSPITAL,1512,KISII NORTH,RIGOMA,1,MOH
34.932733,-0.557761,NYAMIRA SDA HEALTH CENTRE,3011,KISII NORTH,NYAMIRA,3,MISS
34.9727,-0.44761,NYAMUSI HEALTH CENTRE,884,KISII NORTH,EKERENYO,3,MOH
,,NYANDOCHE IBERE DISP,,KISII NORTH,NYAMAIYA,4,MOH
34.891,-0.57549,NYANGENA DISP,1497,KISII NORTH,NYAMIRA,4,MOH
35.01,-0.86,NYASIONGO MISSION HEALTH CENTRE,1509,KISII NORTH,BORABU,3,MISS
34.8736,-0.53398,OGANGO DISP,900,KISII NORTH,NYAMIRA,4,MOH
35.0115,-0.42753,OMOSARIA DISP,3013,KISII NORTH,EKERENYO,4,MOH
,,PAKEZA DISP,3973,KISII NORTH,,4,MOH
34.883,-0.51523,RANGENYO HEALTH CENTRE,1510,KISII NORTH,NYAMIRA,3,MISS
34.9211,-0.68595,RIAKWORO DISP,1498,KISII NORTH,MANGA,4,MISS
,,RIGOMA DISP,,KISII NORTH,RIGOMA,4,MOH
,,ST RUTHS CLINIC,,KISII NORTH,NYAMAIYA,4,MOH
34.893,-0.60026,TINGA SUB-HEALTH CENTRE,1511,KISII NORTH,NYAMIRA,3,MOH
34.8656,-0.65114,TOMBE DISP,1500,KISII NORTH,MANGA,4,MOH
34.4409,-0.141642,AKADO DISP,,KISUMU,KOMBEWA,4,MOH
,,ARITO DISP,3773,KISUMU,,4,MOH
,,ARITOLANGE DISP,,KISUMU,WINAM,4,LA
,,BAR KORUA DISP,,KISUMU,,4,MISS
34.51371,-0.06531,BARKORWA DISP,1274,KISUMU,KOMBEWA,4,MISS
34.5087,-0.155489,BODI DISP,1275,KISUMU,KOMBEWA,4,MOH
,,BOLO DISP,3750,KISUMU,,4,MOH
34.845014,-0.097199,CHIGA DISP,1280,KISUMU,WINAM,4,LA
,,CHULAIMBO RHTC,1340,KISUMU,,3,MOH
,,CISS CLINIC,4677,KISUMU,,4,NGO
34.810577,0.009604,GOT NYABONDO DISP,4492,KISUMU,WINAM,4,MOH
34.868784,-0.250225,HONGO NGOSA DISP,3567,KISUMU,KADIBO,4,MOH
34.803392,-0.023373,KAJULU / GITA DISP,1284,KISUMU,WINAM,4,LA
34.55,-0.12,KAJULU KAGER DISP,,KISUMU,MASENO,4,MISS
,,KANDEGE DISP,,KISUMU,,4,MOH
34.7606,-0.105021,KISUMU DISTRICT HOSPITAL,1330,KISUMU,WINAM,1,MOH
,,KISUMU MUNICIPAL COUNCIL DISP,,KISUMU,,4,LA
34.5053,-0.097329,KOMBEWA RHTC,1338,KISUMU,KOMBEWA,3,MOH
34.7817,-0.116,LUMUMBA HOSPITAL,1317,KISUMU,WINAM,1,MISS
34.7911,-0.089721,MANYATTA CHILDREN'S HOME DISP,3473,KISUMU,WINAM,4,MISS
34.61018,0.00348,MASENO MISS. HOSPITAL,1327,KISUMU,MASENO,1,MISS
34.7892,-0.069119,MIGOSI DISP,1320,KISUMU,WINAM,4,LA
34.579,-0.059824,MIRANGA DISP,1321,KISUMU,MASENO,4,MOH
34.767528,-0.096339,MOSQUE DISP,1297,KISUMU,WINAM,4,LA
34.4409,-0.076558,NDURU KADERO DISP,85,KISUMU,KOMBEWA,4,MOH
34.714786,-0.031469,NYAHERA HC,1322,KISUMU,WINAM,3,MOH
34.7475,-0.136876,NYALENDA SUB-HEALTH CENTRE,3566,KISUMU,WINAM,3,MOH
,,NYANGANDE DISP,,KISUMU,KADIBO,4,MOH
34.6732,-0.0919,NYANZA PROVINCIAL GENERAL HOSP,1328,KISUMU,WINAM,2,MOH
34.625,-0.131256,OBER KAMOTH HEALTH CENTRE,1323,KISUMU,WINAM,3,LA
34.656448,-0.079079,OGEN DISP,3774,KISUMU,WINAM,4,MOH
34.656448,-0.079079,OJOLLA DISP,1303,KISUMU,WINAM,4,LA
34.7,-0.032,ONYWONGO DISP,,KISUMU,WINAM,4,NGO
,,RABOUR DISP,,KISUMU,KADIBO,4,MOH
34.761528,-0.097836,RAMUGHARIA SIKH DISP,1308,KISUMU,WINAM,4,LA
34.4436,-0.095945,RERU DISP,3568,KISUMU,KOMBEWA,4,MOH
34.45195,-0.10021,RERU DISP,4255,KISUMU,KOMBEWA,4,MISS
34.5332,-0.033521,ROTA DISP,1309,KISUMU,MASENO,4,MOH
34.6043,0.005144,SIRIBA DISP,1311,KISUMU,MASENO,4,MOH
34.88686,-0.04448,ST. CLARES BOLO MISSION DISP,2552,KISUMU,WINAM,4,MISS
34.76971,-0.0422,ST. MONICAS HOSPITAL KISUMU,,KISUMU,WINAM,1,MISS
34.75684,-0.086017,TOWN HALL DISP,1315,KISUMU,WINAM,4,LA
34.7576,-0.117106,VICTORIA HOSPITAL,1331,KISUMU,WINAM,1,MOH
34.4367,-1.16137,BUGUMBE HEALTH CENTRE,1390,KURIA,MABERA,3,MOH
34.6137,-1.2885,CHINATO DISP,3895,KURIA,KEGONGA,4,MOH
,,CHURCH OF GOD MEDICAL DISP,,KURIA,,4,MISS
34.6558,-1.29771,GETONGOROMA DISP,3828,KURIA,KEGONGA,4,MOH
34.710446,-1.371042,GWITEMBE DISP,4284,KURIA,NTIMARU,4,MOH
34.48,-1.22,ISEBANIA MISSION HEALTH CENTRE,2504,KURIA,KEHANCHA,3,MISS
34.464607,-1.202746,ISIBANIA RURAL DEMONSTRATION CEN,1473,KURIA,MABERA,3,MOH
34.6495,-1.24622,KEGONGA HEALTH CENTRE,1476,KURIA,KEGONGA,3,MOH
34.6338,-1.1765,KEHANCHA DISTRICT HOSPITAL,1444,KURIA,KEGONGA,1,MOH
34.617117,-1.191442,KEHANCHA MISSION H C,,KURIA,KEHANCHA,3,MISS
,,KIBURUNGA DISP,,KURIA,MABERA,4,NGO
34.558607,-1.10582,KOMBE DISP,4277,KURIA,MASABA,4,MOH
34.6121,-1.26079,KOMOTOBO HEALTH CENTRE,1446,KURIA,KEGONGA,3,MISS
34.678717,-1.23217,KUGITIMO DISP,4591,KURIA,KEGONGA,4,MOH
34.5322,-1.11731,MASABA HEALTH CENTRE,1405,KURIA,MASABA,3,MOH
34.457783,-1.141126,MATARE SDA DISP,2734,KURIA,MABERA,4,MISS
,,NGISIRU DISP,,KURIA,MABERA,4,MOH
34.686,-1.34212,NTIMARU HEALTH CENTRE,1409,KURIA,NTIMARU,3,MOH
34.6848,-1.34782,NTIMARU SDA DISP,,KURIA,NTIMARU,4,MISS
34.4841,-1.22826,NYABIKAYE DISP,1410,KURIA,KEHANCHA,4,MISS
,,NYABOKARANGE DISP,,KURIA,KEHANCHA,4,MOH
34.517256,-1.234433,NYAMETABURO DISP,4278,KURIA,KEHANCHA,4,MOH
34.4726,-1.16047,NYANGOGE DISP,1417,KURIA,MASABA,4,MOH
,,ST KIZITO H C,,KURIA,KEHANCHA,4,MISS
34.6024,-1.23596,TARAGANYA DISP,1432,KURIA,KEHANCHA,4,MOH
,,TISINYE DISP,,KURIA,,4,MOH
34.2474,-0.935185,AGENGA SUB-HEALTH CENTRE,1378,MIGORI,NYATIKE,3,MOH
34.18,-1.07,AIC AHANGO DISP,1709,MIGORI,NYATIKE,4,MISS
34.5238,-0.897013,AWENDO HEALTH CENTRE,1440,MIGORI,AWENDO,3,MOH
34.2302,-0.866402,BWARE DISP,1391,MIGORI,NYATIKE,4,MOH
34.5331,-0.814374,DEDE DISP,1392,MIGORI,AWENDO,4,MOH
34.283039,-1.101758,GIRIBE DISP,3327,MIGORI,SUBA WEST,4,MISS
,,KABUTO DISP,4478,MIGORI,,4,MOH
34.2729,-1.00593,KADEM MISSION DISP,2544,MIGORI,NYATIKE,4,MISS
34.6234,-0.737655,KAMAGAMBO SDA DISP,1395,MIGORI,RONGO,4,MISS
34.5437,-0.849252,KANYAGWALA DISP,,MIGORI,AWENDO,4,MOH
34.5118,-0.834326,KANYAMGONY DISP,,MIGORI,AWENDO,4,MOH
34.6113,-0.968655,KANYIMACH SUB-HEALTH CENTRE,,MIGORI,AWENDO,3,MOH
34.1706,-0.904643,KANYOUR DISP,,MIGORI,NYATIKE,4,MOH
34.1565,-0.841291,KARUNGU HEALTH CENTRE,1443,MIGORI,KARUNGU,3,MOH
34.5661,-0.816578,KUJA DISP,1398,MIGORI,AWENDO,4,MOH
34.5088,-0.776614,KWOYO KODALO HEALTH CENTRE,3856,MIGORI,AWENDO,3,MOH
,,LWANDA DISP,,MIGORI,AWENDO,4,MOH
34.281532,-0.955856,MACALDER DISP,1400,MIGORI,NYATIKE,4,MISS
34.2996,-0.969037,MACALDER HEALTH CENTRE,1447,MIGORI,NYATIKE,3,MOH
34.5469,-0.958705,MARIWA HEALTH CENTRE,1448,MIGORI,AWENDO,3,MOH
,,MATOSO DISP,,MIGORI,,4,MISS
34.1448,-0.970575,MATOSO MISSION DISP,1406,MIGORI,NYATIKE,4,MISS
34.4694,-1.06321,MIGORI DISTRICT HOSPITAL,1451,MIGORI,SUBA EAST,1,MOH
34.084083,-0.997569,MUHURU HEALTH CENTRE,1454,MIGORI,MUHURU,3,MOH
,,MUNYENYA DISP,1576,MIGORI,,4,MOH
34.2712,-0.884373,NDIWA DISP,1408,MIGORI,NYATIKE,4,MOH
34.5,-0.8,NYAKURU DISP,1414,MIGORI,AWENDO,4,MOH
34.3712,-1.1323,NYAMARAGA DISP,4487,MIGORI,SUBA WEST,4,MOH
34.5914,-1.0671,OGWEDHI DISP,1851,MIGORI,SUBA EAST,4,MOH
34.610581,-1.096706,OGWEDHI SIGAWA DISP,3182,MIGORI,SUBA EAST,4,MISS
34.2112,-1.08044,OLASI DISP,4543,MIGORI,NYATIKE,4,MOH
,,OMBO MISSION HOSPITAL,,MIGORI,,1,MISS
34.3223,-0.9324,ONGITO  DISP,4815,MIGORI,NYATIKE,4,MOH
34.5712,-0.6623,ONGO SUB HEALTH CENTRE,1421,MIGORI,RONGO,3,MOH
34.4206,-0.977739,OSOGO DISP,3574,MIGORI,URIRI,4,MOH
34.3521,-0.9423,OTHORO DISP,1294,MIGORI,URIRI,4,MOH
34.1944,-0.995204,OTHOTHRAKUOM DISP,3575,MIGORI,NYATIKE,4,MOH
34.5168,-1.00547,OYANI DISP,1424,MIGORI,URIRI,4,MOH
34.3699,-0.928388,OYANI SDA DISP,1423,MIGORI,URIRI,4,MISS
34.4925,-0.8424,RABONDO DISP,1427,MIGORI,AWENDO,4,MOH
34.6016,-0.789024,RAKWARO MISSION HC,1458,MIGORI,RONGO,3,MISS
34.565619,-0.858454,RANEN SDA HEALTH CENTRE,1459,MIGORI,AWENDO,3,MISS
34.4647,-0.907048,RAPOGI CATHOLIC HEALTH CENTRE,1460,MIGORI,URIRI,3,MISS
34.1645,-0.797676,RIAT DISP,4317,MIGORI,KARUNGU,4,MOH
34.6021,-0.744324,RONGO HEALTH CENTRE,1463,MIGORI,RONGO,3,MOH
34.3673,-0.969737,SIBUOCHE DISP,4488,MIGORI,URIRI,4,MOH
,,SONY SUGAR DISP,1431,MIGORI,,4,MOH
34.1983,-0.8123,ST. CAMILUS HOSPITAL KARUNGU,3934,MIGORI,KARUNGU,4,MISS
34.57,-0.8,ST. JOHN BAPTIST (STAGE MISSION),4758,MIGORI,RONGO,4,MISS
34.4333,-1.08333,ST. JOSEPH OMBO HOSPITAL,2459,MIGORI,SUBA WEST,1,MISS
34.5682,-0.991596,ULANDA MISSION HC,1469,MIGORI,AWENDO,3,MISS
34.5051,-0.942382,URIRI SUB-HEALTH CENTRE,1434,MIGORI,URIRI,3,MOH
,,VERNA HEALTH CENTRE,2499,MIGORI,,3,MISS
